office,district,candidate,party,precinct,votes
U.S. Senate,,Mark Zaccaria,R,Warwick 3520,270
U.S. Senate,,Mark Zaccaria,R,Warwick 3521,265
U.S. Senate,,Mark Zaccaria,R,Warwick 3522,219
U.S. Senate,,Mark Zaccaria,R,Warwick 3523,406
U.S. Senate,,Mark Zaccaria,R,Warwick 3524,277
U.S. Senate,,Mark Zaccaria,R,Warwick 3525,324
U.S. Senate,,Mark Zaccaria,R,Warwick 3526,112
U.S. Senate,,Mark Zaccaria,R,Warwick 3527,303
U.S. Senate,,Mark Zaccaria,R,Warwick 3528,131
U.S. Senate,,Mark Zaccaria,R,Warwick 3529,279
U.S. Senate,,Mark Zaccaria,R,Warwick 3530,474
U.S. Senate,,Mark Zaccaria,R,Warwick 3531,615
U.S. Senate,,Mark Zaccaria,R,Warwick 3532,166
U.S. Senate,,Mark Zaccaria,R,Warwick 3533,169
U.S. Senate,,Mark Zaccaria,R,Warwick Limited,5
U.S. Senate,,Mark Zaccaria,R,Westerly 3601,177
U.S. Senate,,Mark Zaccaria,R,Westerly 3602,334
U.S. Senate,,Mark Zaccaria,R,Westerly 3603,346
U.S. Senate,,Mark Zaccaria,R,Westerly 3604,478
U.S. Senate,,Mark Zaccaria,R,Westerly 3605,422
U.S. Senate,,Mark Zaccaria,R,Westerly 3606,295
U.S. Senate,,Mark Zaccaria,R,Westerly 3607,238
U.S. Senate,,Mark Zaccaria,R,West Greenwich 3701,366
U.S. Senate,,Mark Zaccaria,R,West Greenwich 3702,205
U.S. Senate,,Mark Zaccaria,R,West Greenwich 3703,258
U.S. Senate,,Mark Zaccaria,R,West Greenwich 3704,252
U.S. Senate,,Mark Zaccaria,R,West Greenwich Limited,0
U.S. Senate,,Mark Zaccaria,R,West Warwick 3801,237
U.S. Senate,,Mark Zaccaria,R,West Warwick 3802,145
U.S. Senate,,Mark Zaccaria,R,West Warwick 3803,114
U.S. Senate,,Mark Zaccaria,R,West Warwick 3804,527
U.S. Senate,,Mark Zaccaria,R,West Warwick 3805,151
U.S. Senate,,Mark Zaccaria,R,West Warwick 3806,175
U.S. Senate,,Mark Zaccaria,R,West Warwick 3807,376
U.S. Senate,,Mark Zaccaria,R,West Warwick 3808,396
U.S. Senate,,Mark Zaccaria,R,West Warwick 3809,317
U.S. Senate,,Mark Zaccaria,R,West Warwick 3810,177
U.S. Senate,,Mark Zaccaria,R,West Warwick Limited,3
U.S. Senate,,Mark Zaccaria,R,Woonsocket 3901,20
U.S. Senate,,Mark Zaccaria,R,Woonsocket 3902,66
U.S. Senate,,Mark Zaccaria,R,Woonsocket 3903,54
U.S. Senate,,Mark Zaccaria,R,Woonsocket 3904,127
U.S. Senate,,Mark Zaccaria,R,Woonsocket 3905,123
U.S. Senate,,Mark Zaccaria,R,Woonsocket 3906,159
U.S. Senate,,Mark Zaccaria,R,Woonsocket 3907,208
U.S. Senate,,Mark Zaccaria,R,Woonsocket 3908,281
U.S. Senate,,Mark Zaccaria,R,Woonsocket 3909,303
U.S. Senate,,Mark Zaccaria,R,Woonsocket 3910,275
U.S. Senate,,Mark Zaccaria,R,Woonsocket 3911,180
U.S. Senate,,Mark Zaccaria,R,Woonsocket 3912,203
U.S. Senate,,Mark Zaccaria,R,Federal District 1,0
U.S. Senate,,Mark Zaccaria,R,Federal District 2,1
U.S. Senate,,Write-Ins,,Barrington 0101,2
U.S. Senate,,Write-Ins,,Barrington 0102,3
U.S. Senate,,Write-Ins,,Barrington 0103,2
U.S. Senate,,Write-Ins,,Barrington 0104,0
U.S. Senate,,Write-Ins,,Barrington 0105,2
U.S. Senate,,Write-Ins,,Barrington Limited,0
U.S. Senate,,Write-Ins,,Bristol 0201,2
U.S. Senate,,Write-Ins,,Bristol 0202,2
U.S. Senate,,Write-Ins,,Bristol 0203,2
U.S. Senate,,Write-Ins,,Bristol 0204,3
U.S. Senate,,Write-Ins,,Bristol 0205,3
U.S. Senate,,Write-Ins,,Bristol 0206,0
U.S. Senate,,Write-Ins,,Bristol 0207,1
U.S. Senate,,Write-Ins,,Bristol 0208,1
U.S. Senate,,Write-Ins,,Bristol 0209,1
U.S. Senate,,Write-Ins,,Bristol Limited,0
U.S. Senate,,Write-Ins,,Burrillville 0301,1
U.S. Senate,,Write-Ins,,Burrillville 0302,0
U.S. Senate,,Write-Ins,,Burrillville 0303,1
U.S. Senate,,Write-Ins,,Burrillville 0304,2
U.S. Senate,,Write-Ins,,Burrillville 0305,2
U.S. Senate,,Write-Ins,,Burrillville 0306,0
U.S. Senate,,Write-Ins,,Central Falls 0401,1
U.S. Senate,,Write-Ins,,Central Falls 0402,1
U.S. Senate,,Write-Ins,,Central Falls 0403,1
U.S. Senate,,Write-Ins,,Central Falls 0404,0
U.S. Senate,,Write-Ins,,Central Falls 0405,0
U.S. Senate,,Write-Ins,,Central Falls 0406,1
U.S. Senate,,Write-Ins,,Central Falls 0407,0
U.S. Senate,,Write-Ins,,Central Falls 0408,1
U.S. Senate,,Write-Ins,,Central Falls Limited,0
U.S. Senate,,Write-Ins,,Charlestown 0501,0
U.S. Senate,,Write-Ins,,Charlestown 0502,0
U.S. Senate,,Write-Ins,,Charlestown 0503,1
U.S. Senate,,Write-Ins,,Charlestown 0504,0
U.S. Senate,,Write-Ins,,Charlestown Limited,0
U.S. Senate,,Write-Ins,,Coventry 0601,0
U.S. Senate,,Write-Ins,,Coventry 0602,0
U.S. Senate,,Write-Ins,,Coventry 0603,1
U.S. Senate,,Write-Ins,,Coventry 0604,0
U.S. Senate,,Write-Ins,,Coventry 0605,1
U.S. Senate,,Write-Ins,,Coventry 0606,0
U.S. Senate,,Write-Ins,,Coventry 0607,1
U.S. Senate,,Write-Ins,,Coventry 0608,0
U.S. Senate,,Write-Ins,,Coventry 0609,4
U.S. Senate,,Write-Ins,,Coventry 0610,0
U.S. Senate,,Write-Ins,,Coventry 0611,1
U.S. Senate,,Write-Ins,,Coventry 0612,0
U.S. Senate,,Write-Ins,,Coventry 0613,2
U.S. Senate,,Write-Ins,,Coventry 0614,0
U.S. Senate,,Write-Ins,,Coventry 0615,0
U.S. Senate,,Write-Ins,,Coventry 0616,0
U.S. Senate,,Write-Ins,,Coventry 0617,1
U.S. Senate,,Write-Ins,,Coventry 0618,1
U.S. Senate,,Write-Ins,,Coventry Limited,0
U.S. Senate,,Write-Ins,,Cranston 0701,1
U.S. Senate,,Write-Ins,,Cranston 0702,6
U.S. Senate,,Write-Ins,,Cranston 0703,1
U.S. Senate,,Write-Ins,,Cranston 0704,1
U.S. Senate,,Write-Ins,,Cranston 0705,0
U.S. Senate,,Write-Ins,,Cranston 0706,5
U.S. Senate,,Write-Ins,,Cranston 0707,4
U.S. Senate,,Write-Ins,,Cranston 0708,0
U.S. Senate,,Write-Ins,,Cranston 0709,1
U.S. Senate,,Write-Ins,,Cranston 0710,1
U.S. Senate,,Write-Ins,,Cranston 0711,1
U.S. Senate,,Write-Ins,,Cranston 0712,4
U.S. Senate,,Write-Ins,,Cranston 0713,0
U.S. Senate,,Write-Ins,,Cranston 0714,0
U.S. Senate,,Write-Ins,,Cranston 0715,0
U.S. Senate,,Write-Ins,,Cranston 0716,0
U.S. Senate,,Write-Ins,,Cranston 0717,0
U.S. Senate,,Write-Ins,,Cranston 0718,2
U.S. Senate,,Write-Ins,,Cranston 0719,0
U.S. Senate,,Write-Ins,,Cranston 0720,1
U.S. Senate,,Write-Ins,,Cranston 0721,1
U.S. Senate,,Write-Ins,,Cranston 0722,1
U.S. Senate,,Write-Ins,,Cranston 0723,3
U.S. Senate,,Write-Ins,,Cranston 0724,1
U.S. Senate,,Write-Ins,,Cranston 0725,0
U.S. Senate,,Write-Ins,,Cranston 0726,2
U.S. Senate,,Write-Ins,,Cranston 0727,0
U.S. Senate,,Write-Ins,,Cranston 0728,0
U.S. Senate,,Write-Ins,,Cranston 0730,2
U.S. Senate,,Write-Ins,,Cranston 0731,3
U.S. Senate,,Write-Ins,,Cranston Limited,0
U.S. Senate,,Write-Ins,,Cumberland 0801,0
U.S. Senate,,Write-Ins,,Cumberland 0802,1
U.S. Senate,,Write-Ins,,Cumberland 0803,2
U.S. Senate,,Write-Ins,,Cumberland 0804,1
U.S. Senate,,Write-Ins,,Cumberland 0805,2
U.S. Senate,,Write-Ins,,Cumberland 0806,2
U.S. Senate,,Write-Ins,,Cumberland 0807,3
U.S. Senate,,Write-Ins,,Cumberland 0808,2
U.S. Senate,,Write-Ins,,Cumberland 0809,0
U.S. Senate,,Write-Ins,,Cumberland 0810,1
U.S. Senate,,Write-Ins,,Cumberland 0811,0
U.S. Senate,,Write-Ins,,Cumberland 0812,2
U.S. Senate,,Write-Ins,,Cumberland 0813,2
U.S. Senate,,Write-Ins,,East Greenwich 0901,0
U.S. Senate,,Write-Ins,,East Greenwich 0902,1
U.S. Senate,,Write-Ins,,East Greenwich 0903,1
U.S. Senate,,Write-Ins,,East Greenwich 0904,1
U.S. Senate,,Write-Ins,,East Greenwich 0905,2
U.S. Senate,,Write-Ins,,East Providence 1001,1
U.S. Senate,,Write-Ins,,East Providence 1002,3
U.S. Senate,,Write-Ins,,East Providence 1003,0
U.S. Senate,,Write-Ins,,East Providence 1004,1
U.S. Senate,,Write-Ins,,East Providence 1005,3
U.S. Senate,,Write-Ins,,East Providence 1006,0
U.S. Senate,,Write-Ins,,East Providence 1007,0
U.S. Senate,,Write-Ins,,East Providence 1008,3
U.S. Senate,,Write-Ins,,East Providence 1009,2
U.S. Senate,,Write-Ins,,East Providence 1010,4
U.S. Senate,,Write-Ins,,East Providence 1011,5
U.S. Senate,,Write-Ins,,East Providence 1012,2
U.S. Senate,,Write-Ins,,East Providence 1013,2
U.S. Senate,,Write-Ins,,East Providence 1014,1
U.S. Senate,,Write-Ins,,East Providence 1015,0
U.S. Senate,,Write-Ins,,East Providence 1016,1
U.S. Senate,,Write-Ins,,East Providence 1017,0
U.S. Senate,,Write-Ins,,East Providence Limited,0
U.S. Senate,,Write-Ins,,Exeter 1101,2
U.S. Senate,,Write-Ins,,Exeter 1102,0
U.S. Senate,,Write-Ins,,Exeter 1103,1
U.S. Senate,,Write-Ins,,Exeter Limited,0
U.S. Senate,,Write-Ins,,Foster 1201,2
U.S. Senate,,Write-Ins,,Foster 1202,1
U.S. Senate,,Write-Ins,,Glocester 1301,2
U.S. Senate,,Write-Ins,,Glocester 1302,1
U.S. Senate,,Write-Ins,,Glocester 1303,1
U.S. Senate,,Write-Ins,,Glocester 1304,1
U.S. Senate,,Write-Ins,,Hopkinton 1401,2
U.S. Senate,,Write-Ins,,Hopkinton 1402,3
U.S. Senate,,Write-Ins,,Hopkinton 1403,0
U.S. Senate,,Write-Ins,,Jamestown 1501,0
U.S. Senate,,Write-Ins,,Jamestown 1502,0
U.S. Senate,,Write-Ins,,Jamestown Limited,0
U.S. Senate,,Write-Ins,,Johnston 1601,1
U.S. Senate,,Write-Ins,,Johnston 1602,3
U.S. Senate,,Write-Ins,,Johnston 1603,1
U.S. Senate,,Write-Ins,,Johnston 1604,2
U.S. Senate,,Write-Ins,,Johnston 1605,1
U.S. Senate,,Write-Ins,,Johnston 1606,0
U.S. Senate,,Write-Ins,,Johnston 1607,0
U.S. Senate,,Write-Ins,,Johnston 1608,1
U.S. Senate,,Write-Ins,,Johnston 1609,3
U.S. Senate,,Write-Ins,,Johnston 1610,2
U.S. Senate,,Write-Ins,,Johnston 1611,3
U.S. Senate,,Write-Ins,,Johnston 1612,2
U.S. Senate,,Write-Ins,,Johnston 1613,1
U.S. Senate,,Write-Ins,,Johnston Limited,0
U.S. Senate,,Write-Ins,,Lincoln 1701,1
U.S. Senate,,Write-Ins,,Lincoln 1702,1
U.S. Senate,,Write-Ins,,Lincoln 1703,2
U.S. Senate,,Write-Ins,,Lincoln 1704,5
U.S. Senate,,Write-Ins,,Lincoln 1705,0
U.S. Senate,,Write-Ins,,Lincoln 1706,1
U.S. Senate,,Write-Ins,,Lincoln 1707,0
U.S. Senate,,Write-Ins,,Lincoln 1708,1
U.S. Senate,,Write-Ins,,Lincoln 1709,0
U.S. Senate,,Write-Ins,,Lincoln 1710,0
U.S. Senate,,Write-Ins,,Lincoln 1711,0
U.S. Senate,,Write-Ins,,Lincoln Limited,0
U.S. Senate,,Write-Ins,,Little Compton 1801,4
U.S. Senate,,Write-Ins,,Middletown 1901,1
U.S. Senate,,Write-Ins,,Middletown 1902,1
U.S. Senate,,Write-Ins,,Middletown 1903,3
U.S. Senate,,Write-Ins,,Middletown 1904,2
U.S. Senate,,Write-Ins,,Middletown 1905,1
U.S. Senate,,Write-Ins,,Narragansett 2001,0
U.S. Senate,,Write-Ins,,Narragansett 2002,2
U.S. Senate,,Write-Ins,,Narragansett 2003,5
U.S. Senate,,Write-Ins,,Narragansett 2004,1
U.S. Senate,,Write-Ins,,Narragansett 2005,4
U.S. Senate,,Write-Ins,,Narragansett Limited,0
U.S. Senate,,Write-Ins,,Newport 2101,2
U.S. Senate,,Write-Ins,,Newport 2102,3
U.S. Senate,,Write-Ins,,Newport 2103,0
U.S. Senate,,Write-Ins,,Newport 2104,0
U.S. Senate,,Write-Ins,,Newport 2105,1
U.S. Senate,,Write-Ins,,Newport 2106,3
U.S. Senate,,Write-Ins,,Newport 2107,0
U.S. Senate,,Write-Ins,,Newport 2108,1
U.S. Senate,,Write-Ins,,Newport Limited,0
U.S. Senate,,Write-Ins,,New Shoreham 2201,1
U.S. Senate,,Write-Ins,,North Kingstown 2301,3
U.S. Senate,,Write-Ins,,North Kingstown 2302,2
U.S. Senate,,Write-Ins,,North Kingstown 2303,1
U.S. Senate,,Write-Ins,,North Kingstown 2304,2
U.S. Senate,,Write-Ins,,North Kingstown 2305,0
U.S. Senate,,Write-Ins,,North Kingstown 2306,0
U.S. Senate,,Write-Ins,,North Kingstown 2307,3
U.S. Senate,,Write-Ins,,North Kingstown 2308,2
U.S. Senate,,Write-Ins,,North Kingstown 2309,4
U.S. Senate,,Write-Ins,,North Kingstown Limited,0
U.S. Senate,,Write-Ins,,North Providence 2401,1
U.S. Senate,,Write-Ins,,North Providence 2402,1
U.S. Senate,,Write-Ins,,North Providence 2403,1
U.S. Senate,,Write-Ins,,North Providence 2404,0
U.S. Senate,,Write-Ins,,North Providence 2405,0
U.S. Senate,,Write-Ins,,North Providence 2406,1
U.S. Senate,,Write-Ins,,North Providence 2407,4
U.S. Senate,,Write-Ins,,North Providence 2408,0
U.S. Senate,,Write-Ins,,North Providence 2409,1
U.S. Senate,,Write-Ins,,North Providence 2410,0
U.S. Senate,,Write-Ins,,North Providence 2411,1
U.S. Senate,,Write-Ins,,North Providence 2412,3
U.S. Senate,,Write-Ins,,North Providence 2413,1
U.S. Senate,,Write-Ins,,North Providence 2414,2
U.S. Senate,,Write-Ins,,North Providence 2415,0
U.S. Senate,,Write-Ins,,North Providence 2416,2
U.S. Senate,,Write-Ins,,North Smithfield 2501,1
U.S. Senate,,Write-Ins,,North Smithfield 2502,1
U.S. Senate,,Write-Ins,,North Smithfield 2503,0
U.S. Senate,,Write-Ins,,North Smithfield 2504,0
U.S. Senate,,Write-Ins,,North Smithfield 2505,0
U.S. Senate,,Write-Ins,,North Smithfield Limited,0
U.S. Senate,,Write-Ins,,Pawtucket 2601,1
U.S. Senate,,Write-Ins,,Pawtucket 2602,0
U.S. Senate,,Write-Ins,,Pawtucket 2603,1
U.S. Senate,,Write-Ins,,Pawtucket 2604,1
U.S. Senate,,Write-Ins,,Pawtucket 2605,1
U.S. Senate,,Write-Ins,,Pawtucket 2606,1
U.S. Senate,,Write-Ins,,Pawtucket 2607,0
U.S. Senate,,Write-Ins,,Pawtucket 2608,3
U.S. Senate,,Write-Ins,,Pawtucket 2609,0
U.S. Senate,,Write-Ins,,Pawtucket 2610,0
U.S. Senate,,Write-Ins,,Pawtucket 2611,0
U.S. Senate,,Write-Ins,,Pawtucket 2612,3
U.S. Senate,,Write-Ins,,Pawtucket 2613,3
U.S. Senate,,Write-Ins,,Pawtucket 2614,1
U.S. Senate,,Write-Ins,,Pawtucket 2615,1
U.S. Senate,,Write-Ins,,Pawtucket 2616,0
U.S. Senate,,Write-Ins,,Pawtucket 2617,0
U.S. Senate,,Write-Ins,,Pawtucket 2618,2
U.S. Senate,,Write-Ins,,Pawtucket 2619,1
U.S. Senate,,Write-Ins,,Pawtucket 2620,1
U.S. Senate,,Write-Ins,,Pawtucket 2621,0
U.S. Senate,,Write-Ins,,Pawtucket 2622,0
U.S. Senate,,Write-Ins,,Pawtucket 2623,1
U.S. Senate,,Write-Ins,,Pawtucket 2624,0
U.S. Senate,,Write-Ins,,Pawtucket 2625,0
U.S. Senate,,Write-Ins,,Pawtucket 2626,0
U.S. Senate,,Write-Ins,,Pawtucket 2627,1
U.S. Senate,,Write-Ins,,Pawtucket 2628,2
U.S. Senate,,Write-Ins,,Pawtucket 2629,4
U.S. Senate,,Write-Ins,,Pawtucket 2630,0
U.S. Senate,,Write-Ins,,Pawtucket 2631,0
U.S. Senate,,Write-Ins,,Pawtucket Limited,0
U.S. Senate,,Write-Ins,,Portsmouth 2701,1
U.S. Senate,,Write-Ins,,Portsmouth 2702,1
U.S. Senate,,Write-Ins,,Portsmouth 2703,1
U.S. Senate,,Write-Ins,,Portsmouth 2704,1
U.S. Senate,,Write-Ins,,Portsmouth 2705,2
U.S. Senate,,Write-Ins,,Portsmouth 2706,1
U.S. Senate,,Write-Ins,,Portsmouth 2707,0
U.S. Senate,,Write-Ins,,Portsmouth 2708,1
U.S. Senate,,Write-Ins,,Portsmouth Limited,0
U.S. Senate,,Write-Ins,,Providence 2801,0
U.S. Senate,,Write-Ins,,Providence 2802,0
U.S. Senate,,Write-Ins,,Providence 2803,2
U.S. Senate,,Write-Ins,,Providence 2804,1
U.S. Senate,,Write-Ins,,Providence 2805,1
U.S. Senate,,Write-Ins,,Providence 2806,0
U.S. Senate,,Write-Ins,,Providence 2808,3
U.S. Senate,,Write-Ins,,Providence 2809,1
U.S. Senate,,Write-Ins,,Providence 2810,0
U.S. Senate,,Write-Ins,,Providence 2811,1
U.S. Senate,,Write-Ins,,Providence 2812,4
U.S. Senate,,Write-Ins,,Providence 2813,1
U.S. Senate,,Write-Ins,,Providence 2814,1
U.S. Senate,,Write-Ins,,Providence 2815,1
U.S. Senate,,Write-Ins,,Providence 2816,3
U.S. Senate,,Write-Ins,,Providence 2817,1
U.S. Senate,,Write-Ins,,Providence 2818,4
U.S. Senate,,Write-Ins,,Providence 2819,3
U.S. Senate,,Write-Ins,,Providence 2820,1
U.S. Senate,,Write-Ins,,Providence 2821,2
U.S. Senate,,Write-Ins,,Providence 2822,1
U.S. Senate,,Write-Ins,,Providence 2823,2
U.S. Senate,,Write-Ins,,Providence 2824,0
U.S. Senate,,Write-Ins,,Providence 2825,6
U.S. Senate,,Write-Ins,,Providence 2826,6
U.S. Senate,,Write-Ins,,Providence 2827,4
U.S. Senate,,Write-Ins,,Providence 2828,2
U.S. Senate,,Write-Ins,,Providence 2829,2
U.S. Senate,,Write-Ins,,Providence 2830,1
U.S. Senate,,Write-Ins,,Providence 2831,1
U.S. Senate,,Write-Ins,,Providence 2832,2
U.S. Senate,,Write-Ins,,Providence 2833,0
U.S. Senate,,Write-Ins,,Providence 2834,0
U.S. Senate,,Write-Ins,,Providence 2835,0
U.S. Senate,,Write-Ins,,Providence 2836,0
U.S. Senate,,Write-Ins,,Providence 2837,3
U.S. Senate,,Write-Ins,,Providence 2838,2
U.S. Senate,,Write-Ins,,Providence 2839,0
U.S. Senate,,Write-Ins,,Providence 2840,0
U.S. Senate,,Write-Ins,,Providence 2841,1
U.S. Senate,,Write-Ins,,Providence 2842,1
U.S. Senate,,Write-Ins,,Providence 2843,1
U.S. Senate,,Write-Ins,,Providence 2844,3
U.S. Senate,,Write-Ins,,Providence 2845,0
U.S. Senate,,Write-Ins,,Providence 2846,1
U.S. Senate,,Write-Ins,,Providence 2847,2
U.S. Senate,,Write-Ins,,Providence 2848,0
U.S. Senate,,Write-Ins,,Providence 2849,5
U.S. Senate,,Write-Ins,,Providence 2850,0
U.S. Senate,,Write-Ins,,Providence 2851,1
U.S. Senate,,Write-Ins,,Providence 2852,0
U.S. Senate,,Write-Ins,,Providence 2853,0
U.S. Senate,,Write-Ins,,Providence 2854,4
U.S. Senate,,Write-Ins,,Providence 2855,4
U.S. Senate,,Write-Ins,,Providence 2856,0
U.S. Senate,,Write-Ins,,Providence 2857,0
U.S. Senate,,Write-Ins,,Providence 2858,2
U.S. Senate,,Write-Ins,,Providence 2859,0
U.S. Senate,,Write-Ins,,Providence 2860,1
U.S. Senate,,Write-Ins,,Providence 2861,3
U.S. Senate,,Write-Ins,,Providence 2862,2
U.S. Senate,,Write-Ins,,Providence 2863,0
U.S. Senate,,Write-Ins,,Providence 2864,0
U.S. Senate,,Write-Ins,,Providence 2865,0
U.S. Senate,,Write-Ins,,Providence 2866,1
U.S. Senate,,Write-Ins,,Providence 2867,1
U.S. Senate,,Write-Ins,,Providence 2868,1
U.S. Senate,,Write-Ins,,Providence 2869,0
U.S. Senate,,Write-Ins,,Providence 2870,3
U.S. Senate,,Write-Ins,,Providence 2871,13
U.S. Senate,,Write-Ins,,Providence 2872,0
U.S. Senate,,Write-Ins,,Providence 2873,1
U.S. Senate,,Write-Ins,,Providence 2874,0
U.S. Senate,,Write-Ins,,Providence 2875,2
U.S. Senate,,Write-Ins,,Providence 2876,1
U.S. Senate,,Write-Ins,,Providence 2877,0
U.S. Senate,,Write-Ins,,Providence 2878,0
U.S. Senate,,Write-Ins,,Providence 2879,1
U.S. Senate,,Write-Ins,,Providence 2880,0
U.S. Senate,,Write-Ins,,Providence Limited 1,0
U.S. Senate,,Write-Ins,,Providence Limited 2,0
U.S. Senate,,Write-Ins,,Richmond 2901,5
U.S. Senate,,Write-Ins,,Richmond 2902,4
U.S. Senate,,Write-Ins,,Scituate 3001,3
U.S. Senate,,Write-Ins,,Scituate 3002,5
U.S. Senate,,Write-Ins,,Scituate 3003,1
U.S. Senate,,Write-Ins,,Scituate Limited,0
U.S. Senate,,Write-Ins,,Smithfield 3101,0
U.S. Senate,,Write-Ins,,Smithfield 3102,0
U.S. Senate,,Write-Ins,,Smithfield 3103,0
U.S. Senate,,Write-Ins,,Smithfield 3104,1
U.S. Senate,,Write-Ins,,Smithfield 3105,1
U.S. Senate,,Write-Ins,,Smithfield 3106,1
U.S. Senate,,Write-Ins,,South Kingstown 3201,0
U.S. Senate,,Write-Ins,,South Kingstown 3202,0
U.S. Senate,,Write-Ins,,South Kingstown 3203,0
U.S. Senate,,Write-Ins,,South Kingstown 3204,4
U.S. Senate,,Write-Ins,,South Kingstown 3205,2
U.S. Senate,,Write-Ins,,South Kingstown 3206,0
U.S. Senate,,Write-Ins,,South Kingstown 3207,2
U.S. Senate,,Write-Ins,,South Kingstown 3208,0
U.S. Senate,,Write-Ins,,South Kingstown 3209,1
U.S. Senate,,Write-Ins,,South Kingstown 3210,3
U.S. Senate,,Write-Ins,,South Kingstown Limited,0
U.S. Senate,,Write-Ins,,Tiverton 3301,1
U.S. Senate,,Write-Ins,,Tiverton 3302,1
U.S. Senate,,Write-Ins,,Tiverton 3303,0
U.S. Senate,,Write-Ins,,Tiverton 3304,1
U.S. Senate,,Write-Ins,,Tiverton 3305,0
U.S. Senate,,Write-Ins,,Tiverton 3306,0
U.S. Senate,,Write-Ins,,Tiverton 3307,0
U.S. Senate,,Write-Ins,,Warren 3401,1
U.S. Senate,,Write-Ins,,Warren 3402,2
U.S. Senate,,Write-Ins,,Warren 3403,2
U.S. Senate,,Write-Ins,,Warwick 3501,2
U.S. Senate,,Write-Ins,,Warwick 3502,2
U.S. Senate,,Write-Ins,,Warwick 3503,2
U.S. Senate,,Write-Ins,,Warwick 3504,6
U.S. Senate,,Write-Ins,,Warwick 3505,1
U.S. Senate,,Write-Ins,,Warwick 3506,1
U.S. Senate,,Write-Ins,,Warwick 3507,0
U.S. Senate,,Write-Ins,,Warwick 3508,2
U.S. Senate,,Write-Ins,,Warwick 3509,0
U.S. Senate,,Write-Ins,,Warwick 3510,0
U.S. Senate,,Write-Ins,,Warwick 3511,0
U.S. Senate,,Write-Ins,,Warwick 3512,0
U.S. Senate,,Write-Ins,,Warwick 3513,5
U.S. Senate,,Write-Ins,,Warwick 3514,2
U.S. Senate,,Write-Ins,,Warwick 3515,1
U.S. Senate,,Write-Ins,,Warwick 3516,0
U.S. Senate,,Write-Ins,,Warwick 3517,1
U.S. Senate,,Write-Ins,,Warwick 3518,2
U.S. Senate,,Write-Ins,,Warwick 3519,0
U.S. Senate,,Write-Ins,,Warwick 3520,2
U.S. Senate,,Write-Ins,,Warwick 3521,1
U.S. Senate,,Write-Ins,,Warwick 3522,2
U.S. Senate,,Write-Ins,,Warwick 3523,3
U.S. Senate,,Write-Ins,,Warwick 3524,3
U.S. Senate,,Write-Ins,,Warwick 3525,0
U.S. Senate,,Write-Ins,,Warwick 3526,0
U.S. Senate,,Write-Ins,,Warwick 3527,3
U.S. Senate,,Write-Ins,,Warwick 3528,2
U.S. Senate,,Write-Ins,,Warwick 3529,1
U.S. Senate,,Write-Ins,,Warwick 3530,3
U.S. Senate,,Write-Ins,,Warwick 3531,2
U.S. Senate,,Write-Ins,,Warwick 3532,0
U.S. Senate,,Write-Ins,,Warwick 3533,2
U.S. Senate,,Write-Ins,,Warwick Limited,0
U.S. Senate,,Write-Ins,,Westerly 3601,0
U.S. Senate,,Write-Ins,,Westerly 3602,1
U.S. Senate,,Write-Ins,,Westerly 3603,2
U.S. Senate,,Write-Ins,,Westerly 3604,2
U.S. Senate,,Write-Ins,,Westerly 3605,0
U.S. Senate,,Write-Ins,,Westerly 3606,1
U.S. Senate,,Write-Ins,,Westerly 3607,0
U.S. Senate,,Write-Ins,,West Greenwich 3701,0
U.S. Senate,,Write-Ins,,West Greenwich 3702,0
U.S. Senate,,Write-Ins,,West Greenwich 3703,1
U.S. Senate,,Write-Ins,,West Greenwich 3704,2
U.S. Senate,,Write-Ins,,West Greenwich Limited,0
U.S. Senate,,Write-Ins,,West Warwick 3801,2
U.S. Senate,,Write-Ins,,West Warwick 3802,0
U.S. Senate,,Write-Ins,,West Warwick 3803,0
U.S. Senate,,Write-Ins,,West Warwick 3804,2
U.S. Senate,,Write-Ins,,West Warwick 3805,0
U.S. Senate,,Write-Ins,,West Warwick 3806,0
U.S. Senate,,Write-Ins,,West Warwick 3807,0
U.S. Senate,,Write-Ins,,West Warwick 3808,0
U.S. Senate,,Write-Ins,,West Warwick 3809,3
U.S. Senate,,Write-Ins,,West Warwick 3810,2
U.S. Senate,,Write-Ins,,West Warwick Limited,0
U.S. Senate,,Write-Ins,,Woonsocket 3901,1
U.S. Senate,,Write-Ins,,Woonsocket 3902,2
U.S. Senate,,Write-Ins,,Woonsocket 3903,0
U.S. Senate,,Write-Ins,,Woonsocket 3904,2
U.S. Senate,,Write-Ins,,Woonsocket 3905,0
U.S. Senate,,Write-Ins,,Woonsocket 3906,1
U.S. Senate,,Write-Ins,,Woonsocket 3907,1
U.S. Senate,,Write-Ins,,Woonsocket 3908,4
U.S. Senate,,Write-Ins,,Woonsocket 3909,1
U.S. Senate,,Write-Ins,,Woonsocket 3910,1
U.S. Senate,,Write-Ins,,Woonsocket 3911,3
U.S. Senate,,Write-Ins,,Woonsocket 3912,1
U.S. Senate,,Write-Ins,,Federal District 1,0
U.S. Senate,,Write-Ins,,Federal District 2,0
Governor,,Gina Raimondo,D,Barrington 0101,525
Governor,,Gina Raimondo,D,Barrington 0102,707
Governor,,Gina Raimondo,D,Barrington 0103,775
Governor,,Gina Raimondo,D,Barrington 0104,752
Governor,,Gina Raimondo,D,Barrington 0105,805
Governor,,Gina Raimondo,D,Barrington Limited,2
